"","patent_number","citation_count"
"2771","8491660",0
"2772","6903268",0
"2773","7657318",0
"2774","8795652",0
"2775","7878966",0
"2776","7657316",0
"2777","7657317",0
"2778","7657315",0
"2779","8608043",0
"2780","8608047",0
"2781","7319901",0
"2782","8467063",0
"2783","7289029",0
"2784","8901248",0
"2785","8629172",0
"2786","8672878",0
"2787","7963963",0
"2788","D532524",0
"2789","7963960",0
"2790","7963965",0
"2791","8008488",23
"2792","7742809",0
"2793","7783442",0
"2794","8231564",0
"2795","7927620",0
"2796","7927621",0
"2797","8840586",0
"2798","8840587",0
"2799","8855749",0
"2800","8425408",0
"2801","8425406",0
"2802","8142457",0
"2803","7650190",0
"2804","7828746",0
"2805","7001391",77
"2806","8556151",0
"2807","D714455",0
"2808","D714456",0
"2809","8556152",0
"2810","8390169",0
"2811","D648640",0
"2812","7357794",0
"2813","8977360",0
"2814","8358890",0
"2815","8173972",0
"2816","8926588",0
"2817","7905857",0
"2818","7638159",0
"2819","7142923",0
"2820","7455853",0
"2821","7736335",0
"2822","7455679",0
"2823","8545412",0
"2824","7142928",0
"2825","7455671",0
"2826","8727973",0
"2827","7736338",0
"2828","8966745",0
"2829","8966740",0
"2830","8845985",0
"2831","8845981",0
"2832","8063091",0
"2833","8876842",0
"2834","8876843",0
"2835","8876840",0
"2836","8777942",0
"2837","7858143",0
"2838","8639323",0
"2839","8639326",0
"2840","6921295",0
"2841","8639328",0
"2842","7964123",0
"2843","8777945",0
"2844","7053051",0
"2845","7860568",0
"2846","8101614",0
"2847","7104989",0
"2848","8821792",0
"2849","8821793",0
"2850","7718380",0
"2851","8874197",0
"2852","8562674",0
"2853","8137385",0
"2854","8014849",17
"2855","8070720",0
"2856","7740654",0
"2857","8197478",0
"2858","7740656",0
"2859","7504520",0
"2860","8232309",0
"2861","8338605",0
"2862","7740653",0
"2863","8750999",0
"2864","8750998",0
"2865","8622955",0
"2866","8622954",0
"2867","8622951",0
"2868","8622950",0
"2869","8974478",0
"2870","8750994",0
"2871","8622958",0
"2872","7706869",0
"2873","8173149",0
"2874","8373748",0
"2875","8529566",0
"2876","8182465",0
"2877","8287588",0
"2878","7678141",0
"2879","8277395",0
"2880","8834912",0
"2881","D700699",0
"2882","7465796",0
"2883","8679688",0
"2884","8945068",0
"2885","8764622",0
"2886","8292918",0
"2887","8617379",0
"2888","7459080",0
"2889","8419689",0
"2890","7252652",0
"2891","8951805",0
"2892","8403950",0
"2893","8771269",0
"2894","8304498",0
"2895","8409196",0
"2896","8409197",0
"2897","8021351",38
"2898","8409193",0
"2899","8409191",0
"2900","8062227",0
"2901","8308793",0
"2902","8740909",0
"2903","8958870",0
"2904","8958871",0
"2905","8740904",0
"2906","8958875",0
"2907","8740901",0
"2908","8387848",0
"2909","7941225",0
"2910","7941226",0
"2911","7941227",0
"2912","7941221",0
"2913","8703737",0
"2914","7662129",0
"2915","7107637",0
"2916","D581535",0
"2917","7682649",0
"2918","8652125",0
"2919","8584885",0
"2920","8652127",0
"2921","8652129",0
"2922","8652128",0
"2923","8322588",0
"2924","8518105",0
"2925","8890681",0
"2926","7044981",0
"2927","7044980",0
"2928","8398555",0
"2929","8398556",0
"2930","7555350",0
"2931","7913336",0
"2932","8418692",0
"2933","8418691",0
"2934","8140142",0
"2935","7906134",0
"2936","7822481",0
"2937","8140148",0
"2938","7906133",0
"2939","8511533",0
"2940","7094201",0
"2941","8734780",0
"2942","7846131",0
"2943","8076344",0
"2944","7594828",0
"2945","7512447",0
"2946","7031775",0
"2947","6962603",0
"2948","8845615",0
"2949","7949395",0
"2950","7922718",0
"2951","7949391",0
"2952","7949392",0
"2953","7820937",0
"2954","7892205",0
"2955","7955512",0
"2956","8903308",0
"2957","7922710",0
"2958","6939318",0
"2959","7107093",0
"2960","8766104",0
"2961","7939762",0
"2962","7107098",0
"2963","7706124",0
"2964","7789907",0
"2965","7524331",0
"2966","8377533",0
"2967","7789903",0
"2968","8202956",0
"2969","7122039",0
"2970","8778010",0
"2971","8419927",0
"2972","7214201",0
"2973","6851142",0
"2974","7323142",0
"2975","8165679",0
"2976","8343530",0
"2977","7666333",0
"2978","8168275",0
"2979","8758274",0
"2980","8758270",0
"2981","8831983",0
"2982","8608775",0
"2983","7335197",0
"2984","8523845",0
"2985","8523844",0
"2986","7902328",0
"2987","8523842",0
"2988","7311812",0
"2989","7993675",0
"2990","8568412",0
"2991","8088170",0
"2992","7670526",0
"2993","8600469",0
"2994","8702928",0
"2995","6989027",0
"2996","6989025",0
"2997","8328810",0
"2998","8649839",0
"2999","8649838",0
"3000","8628498",0
"3001","8646164",0
"3002","8207240",0
"3003","7224560",0
"3004","7729738",0
"3005","8628497",0
"3006","7335225",0
"3007","7332504",0
"3008","8211489",0
"3009","7780657",0
"3010","7335229",0
"3011","7988992",0
"3012","8940012",0
"3013","8940011",0
"3014","8940010",0
"3015","7532933",0
"3016","8940014",0
"3017","8768434",0
"3018","7816745",0
"3019","7532939",0
"3020","7695488",0
"3021","8620398",0
"3022","7695484",0
"3023","7695480",0
"3024","8744595",0
"3025","8744596",0
"3026","8744597",0
"3027","8744591",0
"3028","8744592",0
"3029","8533925",0
"3030","8060202",0
"3031","8744598",0
"3032","7959674",0
"3033","7833157",0
"3034","7217251",0
"3035","8753368",0
"3036","7225035",0
"3037","7671594",0
"3038","7563474",0
"3039","8420596",0
"3040","8622894",0
"3041","8579881",0
"3042","8579882",0
"3043","8246919",0
"3044","8617149",0
"3045","8647343",0
"3046","8579889",0
"3047","8647341",0
"3048","8647340",0
"3049","8840649",0
"3050","6982038",0
"3051","7269457",0
"3052","6915157",0
"3053","8470037",0
"3054","8869392",0
"3055","8216137",0
"3056","7748093",0
"3057","8455648",0
"3058","8852215",0
"3059","7465309",0
"3060","8420621",0
"3061","8199187",0
"3062","7597662",0
"3063","7628954",0
"3064","7592186",0
"3065","8848873",0
"3066","7029732",73
"3067","8630719",0
"3068","7762403",0
"3069","8412348",0
"3070","7297121",0
"3071","8412345",0
"3072","8630715",0
"3073","7761170",0
"3074","8222048",0
"3075","8116884",0
"3076","7957801",0
"3077","8968283",0
"3078","7480533",0
"3079","8066858",0
"3080","8437857",0
"3081","7785313",0
"3082","8173176",0
"3083","8182859",0
"3084","6930602",0
"3085","7349618",0
"3086","7865245",0
"3087","8786233",0
"3088","7434312",0
"3089","8771302",0
"3090","8077296",0
"3091","8876727",0
"3092","8584921",0
"3093","8968352",0
"3094","8968353",0
"3095","8968356",0
"3096","8968357",0
"3097","8968354",0
"3098","8968355",0
"3099","8017580",21
"3100","8968358",0
"3101","8968359",0
"3102","7935128",0
"3103","6936023",0
"3104","7432046",0
"3105","8241797",0
"3106","6936029",0
"3107","8586072",0
"3108","8586071",0
"3109","8586075",0
"3110","8753359",0
"3111","8753357",0
"3112","7812290",0
"3113","8753350",0
"3114","8974514",0
"3115","7272434",0
"3116","7272433",0
"3117","8974513",0
"3118","7463933",0
"3119","7981034",0
"3120","7463930",0
"3121","6984700",0
"3122","7463934",0
"3123","8603090",0
"3124","8352035",0
"3125","7163558",0
"3126","7708693",0
"3127","D626233",0
"3128","7163555",0
"3129","7163552",0
"3130","8211104",0
"3131","8211105",0
"3132","7539546",0
"3133","7539545",0
"3134","7539542",0
"3135","7539540",0
"3136","8128614",0
"3137","8663088",0
"3138","8465481",0
"3139","8702710",0
"3140","8034052",0
"3141","8906309",0
"3142","8070801",0
"3143","8070804",0
"3144","8308676",0
"3145","7828833",0
"3146","7828832",0
"3147","8372805",0
"3148","8906307",0
"3149","8029245",6
"3150","8668665",0
"3151","6918926",0
"3152","8663218",0
"3153","7494612",0
"3154","7662328",0
"3155","7863445",0
"3156","7491221",0
"3157","6918928",0
"3158","6918929",0
"3159","7491225",0
"3160","7881796",0
"3161","7881793",0
"3162","8012203",33
"3163","7881791",0
"3164","7156845",0
"3165","7499755",0
"3166","7156843",0
"3167","8663213",0
"3168","7799349",0
"3169","8348130",0
"3170","7108710",0
"3171","8065006",0
"3172","8065007",0
"3173","8065008",0
"3174","7322974",0
"3175","8303580",0
"3176","7620454",0
"3177","8303586",0
"3178","7445610",0
"3179","8483967",0
"3180","7951150",0
"3181","8491608",0
"3182","8961513",0
"3183","7534495",0
"3184","7090699",0
"3185","8961515",0
"3186","8961514",0
"3187","8221486",0
"3188","8221483",0
"3189","7682365",0
"3190","7011655",13
"3191","7682361",0
"3192","8715250",0
"3193","8795321",0
"3194","8795320",0
"3195","8795325",0
"3196","8795326",0
"3197","7963944",0
"3198","7319962",0
"3199","8439906",0
"3200","7963940",0
"3201","8806973",0
"3202","7963942",0
"3203","8698615",0
"3204","8439908",0
"3205","7578790",0
"3206","7754886",0
"3207","8903512",0
"3208","6913916",0
"3209","7942917",0
"3210","7742825",0
"3211","7742824",0
"3212","7742821",0
"3213","7742823",0
"3214","7742822",0
"3215","8066665",0
"3216","8377271",0
"3217","7184829",0
"3218","7184828",0
"3219","6969395",0
"3220","8476079",0
"3221","8574191",0
"3222","D665278",0
"3223","8457756",0
"3224","D592307",0
"3225","7347866",0
"3226","7850681",0
"3227","8865067",0
"3228","7850685",0
"3229","7338487",0
"3230","7582112",0
"3231","8718780",0
"3232","7872446",0
"3233","8977348",0
"3234","8816244",0
"3235","8926563",0
"3236","8095219",0
"3237","8616152",0
"3238","8926560",0
"3239","7905879",0
"3240","8224455",0
"3241","7905659",0
"3242","7905876",0
"3243","8702696",0
"3244","7519423",0
"3245","7398571",0
"3246","7731657",0
"3247","7519424",0
"3248","7736359",0
"3249","7901554",0
"3250","7727199",0
"3251","8460213",0
"3252","7727191",0
"3253","7422588",0
"3254","7896642",0
"3255","7976915",0
"3256","7422582",0
"3257","8710958",0
"3258","7691102",0
"3259","8834776",0
"3260","8639307",0
"3261","8100855",0
"3262","8936565",0
"3263","8721634",0
"3264","8423109",0
"3265","7252674",0
"3266","7024968",50
"3267","8197413",0
"3268","8679519",0
"3269","8679518",0
"3270","7620446",0
"3271","8702647",0
"3272","8622971",0
"3273","8622970",0
"3274","8408440",0
"3275","8502091",0
"3276","7248920",0
"3277","7248924",0
"3278","7718106",0
"3279","8287564",0
"3280","8287561",0
"3281","8814874",0
"3282","8864008",0
"3283","7965811",0
"3284","8382741",0
"3285","8945087",0
"3286","6933283",0
"3287","7854740",0
"3288","8382749",0
"3289","8771203",0
"3290","8801668",0
"3291","7149773",0
"3292","8491593",0
"3293","8571621",0
"3294","7537609",0
"3295","8571623",0
"3296","8571624",0
"3297","8571627",0
"3298","8870817",0
"3299","7537600",0
"3300","7537607",0
"3301","7640061",0
"3302","6942639",1
"3303","7658915",0
"3304","8740925",0
"3305","8834564",0
"3306","8147513",0
"3307","8147511",0
"3308","8834560",0
"3309","8293738",0
"3310","8112229",0
"3311","8394096",0
"3312","8591421",0
"3313","8591422",0
"3314","7275640",0
"3315","8956684",0
"3316","7555339",0
"3317","6894246",0
"3318","8746445",0
"3319","8348894",0
"3320","8292428",0
"3321","7555336",0
"3322","8348893",0
"3323","D632791",0
"3324","7763007",0
"3325","7833167",0
"3326","D569260",0
"3327","6944497",0
"3328","8076326",0
"3329","8911397",0
"3330","6904809",0
"3331","7035078",0
"3332","8626256",0
"3333","6976967",0
"3334","8591396",0
"3335","8911398",0
"3336","6890546",0
"3337","7144420",0
"3338","8888681",0
"3339","7203551",0
"3340","8888684",0
"3341","8888687",0
"3342","7524318",0
"3343","7850916",0
"3344","8834461",0
"3345","8498718",0
"3346","8498716",0
"3347","7127292",0
"3348","8792984",0
"3349","8792986",0
"3350","8792981",0
"3351","8792982",0
"3352","8560038",0
"3353","8401606",0
"3354","8401607",0
"3355","8560035",0
"3356","6849073",0
"3357","7201746",0
"3358","7846477",0
"3359","D680972",0
"3360","7566319",0
"3361","8596513",0
"3362","8523862",0
"3363","8596515",0
"3364","8109983",0
"3365","8500657",0
"3366","8207160",0
"3367","8109988",0
"3368","8109989",0
"3369","D611144",0
"3370","8048448",0
"3371","7951092",0
"3372","7951093",0
"3373","7078163",0
"3374","8048442",0
"3375","8048441",0
"3376","7266412",0
"3377","7756561",0
"3378","7553964",0
"3379","7153287",0
"3380","8585759",0
"3381","8585758",0
"3382","8328839",0
"3383","8585754",0
"3384","8123817",0
"3385","7729754",0
"3386","7729758",0
"3387","8380274",0
"3388","8380277",0
"3389","8380271",0
"3390","8900324",0
"3391","8380273",0
"3392","8380272",0
"3393","8149117",0
"3394","7662150",0
"3395","7662151",0
"3396","7670853",0
"3397","6875204",0
"3398","8168213",0
"3399","7918866",0
"3400","7918867",0
"3401","7918860",0
"3402","8940038",0
"3403","D611852",0
"3404","8940037",0
"3405","8580189",0
"3406","8306618",0
"3407","7914343",0
"3408","8880138",0
"3409","8880137",0
"3410","7919110",0
"3411","7096063",0
"3412","7096062",0
"3413","6994689",0
"3414","7096064",0
"3415","7096067",0
"3416","8430291",0
"3417","8961546",0
"3418","8430292",0
"3419","7953498",0
"3420","7991479",0
"3421","8187253",0
"3422","8187255",0
"3423","8309222",0
"3424","7991471",0
"3425","7953492",0
"3426","7953494",0
"3427","7953495",0
"3428","7953496",0
"3429","7953497",0
"3430","8961542",0
"3431","8480597",0
"3432","8480599",0
"3433","8480598",0
"3434","8501290",0
"3435","8512750",0
"3436","6920960",0
"3437","8197880",0
"3438","7181283",0
"3439","7181286",0
"3440","8000763",58
"3441","7060031",0
"3442","8258268",0
"3443","8647362",0
"3444","7060038",0
"3445","7069078",0
"3446","7899546",0
"3447","8435203",0
"3448","8785036",0
"3449","7069074",0
"3450","7069075",2
"3451","7899548",0
"3452","7811231",0
"3453","8298280",0
"3454","7758568",0
"3455","8905911",0
"3456","7527636",0
"3457","7625346",0
"3458","8790277",0
"3459","8430871",0
"3460","8430873",0
"3461","8430877",0
"3462","7934508",0
"3463","6878112",0
"3464","7875087",0
"3465","7494460",0
"3466","8768019",0
"3467","7647124",0
"3468","8188104",0
"3469","6961620",0
"3470","7647121",0
"3471","7647122",0
"3472","7744562",0
"3473","7744560",0
"3474","8524270",0
"3475","7744564",0
"3476","8914119",0
"3477","7603177",0
"3478","7844347",0
"3479","7603179",0
"3480","7844344",0
"3481","7844343",0
"3482","8914115",0
"3483","7130679",0
"3484","7130678",0
"3485","7761155",0
"3486","7130677",0
"3487","7761153",0
"3488","7761150",0
"3489","8222024",0
"3490","8490851",0
"3491","8490850",0
"3492","7606613",0
"3493","8490852",0
"3494","7606615",0
"3495","8562520",0
"3496","7337001",0
"3497","8428751",0
"3498","7537474",0
"3499","8894648",0
"3500","D533947",0
"3501","8894640",0
"3502","8894641",0
"3503","8894642",0
"3504","8894647",0
"3505","8876708",0
"3506","8828738",0
"3507","8876704",0
"3508","8048146",0
"3509","8652204",0
"3510","8048149",0
"3511","7015015",13
"3512","6991639",0
"3513","8747463",0
"3514","7674251",0
"3515","8585696",0
"3516","6936040",0
"3517","6936046",0
"3518","7180624",0
"3519","7191018",0
"3520","8321019",0
"3521","8538500",0
"3522","8267947",0
"3523","8753331",0
"3524","8753333",0
"3525","7191016",0
"3526","8753336",0
"3527","7191015",0
"3528","7209784",0
"3529","6932816",0
"3530","6932819",1
"3531","7867240",0
"3532","8702737",0
"3533","8942337",0
"3534","8352010",0
"3535","8905289",0
"3536","8366659",0
"3537","8366654",0
"3538","8903486",0
"3539","8764818",0
"3540","8057526",0
"3541","7548784",0
"3542","8057529",0
"3543","8764811",0
"3544","7104399",0
"3545","8690770",0
"3546","7022728",19
"3547","8318195",0
"3548","8849385",0
"3549","7894884",0
"3550","7894886",0
"3551","7637870",0
"3552","7894883",0
"3553","RE42462",0
"3554","8034381",0
"3555","8868794",0
"3556","8623080",0
"3557","7951392",0
"3558","6918907",0
"3559","8114125",0
"3560","8005547",40
"3561","8313745",0
"3562","8758402",0
"3563","7463917",0
"3564","7931683",0
"3565","8758404",0
"3566","7488314",0
"3567","8353944",0
"3568","8734422",0
"3569","7641634",0
"3570","7975703",0
"3571","7625389",0
"3572","8951296",0
"3573","7912754",0
"3574","7828767",0
"3575","8333795",0
"3576","8969722",0
"3577","7828764",0
"3578","7713540",0
"3579","7713541",0
"3580","8491625",0
"3581","8491624",0
"3582","6955920",0
"3583","8491620",0
"3584","8777082",0
"3585","8777083",0
"3586","7594903",0
"3587","8888746",0
"3588","7673379",0
"3589","8961539",0
"3590","8795346",0
"3591","8961535",0
"3592","8834509",0
"3593","8795348",0
"3594","7083822",0
"3595","7136702",0
"3596","7011675",22
"3597","7682388",0
"3598","7682386",0
"3599","7702481",0
"3600","7682382",0
"3601","7682381",0
"3602","8034926",0
"3603","6923788",0
"3604","8034920",0
"3605","7947076",0
"3606","6923784",0
"3607","7947073",0
"3608","7947070",0
"3609","7082334",0
"3610","7591970",0
"3611","7082337",0
"3612","7082330",0
"3613","7082333",0
"3614","6923828",0
"3615","7955255",0
"3616","7591785",0
"3617","7914570",0
"3618","8231525",0
"3619","8257425",0
"3620","8257352",0
"3621","8066649",0
"3622","7184842",0
"3623","7184840",0
"3624","8013133",20
"3625","7632225",0
"3626","8183349",0
"3627","7695465",0
"3628","8682410",0
"3629","8114875",0
"3630","7943221",0
"3631","RE40388",0
"3632","7323200",0
"3633","7576110",0
"3634","7297627",0
"3635","8092514",0
"3636","8926542",0
"3637","8092512",0
"3638","8092513",0
"3639","7843328",0
"3640","8452358",0
"3641","8398671",0
"3642","8968418",0
"3643","8862237",0
"3644","7519409",0
"3645","7736371",0
"3646","7736375",0
"3647","8876883",0
"3648","8440214",0
"3649","8460239",0
"3650","8398677",0
"3651","8945171",0
"3652","8876888",0
"3653","7858183",0
"3654","6945993",0
"3655","6945992",0
"3656","6945991",0
"3657","6945990",0
"3658","6945995",0
"3659","6945994",0
"3660","7520671",0
"3661","8721557",0
"3662","8979826",0
"3663","8945176",0
"3664","8602983",0
"3665","7794869",0
"3666","D534280",0
"3667","7625403",0
"3668","8943168",0
"3669","8586912",0
"3670","8298498",0
"3671","8864795",0
"3672","8355798",0
"3673","8197436",0
"3674","D650079",0
"3675","8864790",0
"3676","6844106",0
"3677","RE44735",0
"3678","6905823",0
"3679","8133501",0
"3680","8858589",0
"3681","7310545",0
"3682","8357495",0
"3683","D721815",0
"3684","7628051",0
"3685","8622916",0
"3686","7074805",0
"3687","7628054",0
"3688","8287548",0
"3689","8613726",0
"3690","8613722",0
"3691","8310658",0
"3692","8942830",0
"3693","8020825",98
"3694","7537594",0
"3695","7678108",0
"3696","8924023",0
"3697","8814855",0
"3698","7879796",0
"3699","8814856",0
"3700","8814859",0
"3701","7678101",0
"3702","7148359",2
"3703","7678107",0
"3704","8382761",0
"3705","8439041",0
"3706","8801644",0
"3707","8382765",0
"3708","8801643",0
"3709","7177140",0
"3710","7768408",0
"3711","8273296",0
"3712","8273295",0
"3713","8771222",0
"3714","8000532",98
"3715","D582038",0
"3716","7654735",0
"3717","D633208",0
"3718","8808235",0
"3719","7320961",0
"3720","D708810",0
"3721","8118789",1
"3722","8059628",0
"3723","D633207",0
"3724","D633206",0
"3725","8679394",0
"3726","7164951",0
"3727","8679396",0
"3728","7273624",0
"3729","7079977",0
"3730","8147539",0
"3731","7797035",0
"3732","8105373",0
"3733","7277757",0
"3734","7797030",0
"3735","8738155",0
"3736","7797032",0
"3737","8834462",0
"3738","8232273",0
"3739","8041427",0
"3740","8041424",0
"3741","8206432",0
"3742","7717924",0
"3743","8206431",0
"3744","7351921",0
"3745","8591409",0
"3746","8262690",0
"3747","7842241",0
"3748","7062315",0
"3749","7328057",0
"3750","D680647",0
"3751","8591407",0
"3752","8556909",0
"3753","8915933",0
"3754","8480619",0
"3755","8215149",0
"3756","7614999",0
"3757","8838136",0
"3758","8147451",0
"3759","8315684",0
"3760","8076305",0
"3761","8870935",0
"3762","7094249",0
"3763","8162959",0
"3764","8870930",0
"3765","8968251",0
"3766","8234727",0
"3767","7733631",0
"3768","7041047",0
"3769","8234722",0
"3770","8916188",0
"3771","7892840",0
"3772","7415308",0
"3773","7660620",0
"3774","7660621",0
"3775","7660623",0
"3776","6939353",0
"3777","6939350",0
"3778","6939355",0
"3779","8377062",0
"3780","8631988",0
"3781","8631989",0
"3782","7155278",0
"3783","7547281",0
"3784","8750796",0
"3785","6959214",0
"3786","8702693",0
"3787","8745842",0
"3788","8702695",0
"3789","8702694",1
"3790","8745846",0
"3791","8543216",0
"3792","8795289",0
"3793","8401661",0
"3794","8401663",0
"3795","8401665",0
"3796","8676310",0
"3797","7799426",0
"3798","8377392",0
"3799","7672706",0
"3800","7479128",0
"3801","8714352",0
"3802","8523809",0
"3803","8433382",0
"3804","8433383",0
"3805","8074662",0
"3806","7807779",0
"3807","8473033",0
"3808","7023359",141
"3809","8235896",0
"3810","8235890",0
"3811","8655451",0
"3812","7740580",0
"3813","7740581",0
"3814","8649879",0
"3815","8900616",0
"3816","8649873",0
"3817","8649872",0
"3818","7153265",0
"3819","8649870",0
"3820","8900619",0
"3821","8900618",0
"3822","7766917",0
"3823","7335264",0
"3824","8557103",0
"3825","8029526",5
"3826","7729770",0
"3827","6912419",1
"3828","8637111",0
"3829","7729777",0
"3830","8844526",0
"3831","8784305",0
"3832","7118595",0
"3833","6909920",0
"3834","8317855",0
"3835","8317854",0
"3836","8556857",0
"3837","8317675",0
"3838","8540749",0
"3839","8626287",0
"3840","7601370",0
"3841","8067054",0
"3842","7919137",0
"3843","7720543",0
"3844","7991456",0
"3845","8739727",0
"3846","7720548",0
"3847","8358213",0
"3848","8639338",0
"3849","8480694",0
"3850","8002700",6
"3851","7254450",0
"3852","7604631",0
"3853","8565839",0
"3854","8354120",0
"3855","7988845",0
"3856","8246956",0
"3857","8005539",25
"3858","7902203",0
"3859","8553223",0
"3860","7364579",0
"3861","7364578",0
"3862","8329679",0
"3863","8388948",0
"3864","7181268",0
"3865","8288124",0
"3866","8046052",0
"3867","7625365",0
"3868","7758541",0
"3869","8961408",0
"3870","8518440",0
"3871","7625369",0
"3872","7927346",0
"3873","7686818",0
"3874","7927342",0
"3875","8685336",0
"3876","7811250",0
"3877","8763758",0
"3878","7716801",0
"3879","8760226",0
"3880","7244852",0
"3881","8684249",0
"3882","7959943",0
"3883","8430812",0
"3884","8703180",0
"3885","7237288",0
"3886","D642261",0
"3887","7522061",0
"3888","8911451",0
"3889","7647109",0
"3890","7647106",0
"3891","7647107",0
"3892","7647105",0
"3893","8911459",0
"3894","7647103",0
"3895","7141242",0
"3896","8644002",0
"3897","7761138",0
"3898","8690824",0
"3899","D682426",0
"3900","8072338",0
"3901","7101597",0
"3902","8818505",0
"3903","8818508",0
"3904","8611977",0
"3905","8611976",0
"3906","7177683",0
"3907","7655016",0
"3908","7813780",0
"3909","7738959",0
"3910","8082034",0
"3911","8485993",0
"3912","8894660",0
"3913","8082037",0
"3914","8894665",0
"3915","8874181",0
"3916","8070797",0
"3917","6878135",0
"3918","8573148",0
"3919","8652064",0
"3920","D681836",0
"3921","D681835",0
"3922","8968393",0
"3923","8658006",0
"3924","8968391",0
"3925","8652068",0
"3926","8968398",0
"3927","7858236",0
"3928","6991614",0
"3929","6991616",0
"3930","8757152",0
"3931","8757153",0
"3932","8211280",0
"3933","7085604",0
"3934","8663302",0
"3935","8663305",0
"3936","8663304",0
"3937","8663307",0
"3938","8945124",0
"3939","8945125",0
"3940","8945126",0
"3941","8945127",0
"3942","8292873",0
"3943","7027868",20
"3944","8945122",0
"3945","7027865",32
"3946","7027866",12
"3947","8945128",0
"3948","8945129",0
"3949","7479910",0
"3950","7027862",18
"3951","7740644",0
"3952","8657587",0
"3953","8202654",0
"3954","8275455",0
"3955","7304277",0
"3956","8459164",0
"3957","7553312",0
"3958","7029481",13
"3959","7123206",0
"3960","8372841",0
"3961","8262996",0
"3962","8118993",0
"3963","8118992",0
"3964","8876763",0
"3965","8093396",0
"3966","8911434",0
"3967","8772670",0
"3968","8772672",0
"3969","8157751",0
"3970","8057501",0
"3971","7600639",0
"3972","7600638",0
"3973","6881216",0
"3974","6881215",0
"3975","7951129",0
"3976","8914088",0
"3977","7691052",0
"3978","8951725",0
"3979","7294312",0
"3980","8444612",0
"3981","8221112",0
"3982","8025695",33
"3983","8496865",0
"3984","8696635",0
"3985","7627368",0
"3986","7488334",0
"3987","7488332",0
"3988","7903779",0
"3989","7488338",0
"3990","7488339",0
"3991","8093020",0
"3992","6847845",0
"3993","7087017",0
"3994","6847849",0
"3995","7931665",0
"3996","8758421",0
"3997","8758422",0
"3998","8088291",0
"3999","8481667",0
"4000","7951119",0
"4001","7828745",0
"4002","7828744",0
"4003","8372261",0
"4004","8747774",0
"4005","8675945",0
"4006","D686516",0
"4007","7951116",0
"4008","7951114",0
"4009","7939069",0
"4010","8613880",0
"4011","7416542",0
"4012","7003336",100
"4013","8888762",0
"4014","7416549",0
"4015","8694127",0
"4016","8694126",0
"4017","8694125",0
"4018","8694124",0
"4019","8694123",0
"4020","7651489",0
"4021","8157809",0
"4022","7651482",0
"4023","8694128",0
"4024","7947059",0
"4025","7963988",0
"4026","7709468",0
"4027","7709469",0
"4028","8034906",0
"4029","7709467",0
"4030","7963984",0
"4031","7947056",0
"4032","D647628",0
"4033","7446206",0
"4034","7779537",0
"4035","7914516",0
"4036","7613503",0
"4037","8608794",0
"4038","7678154",0
"4039","8608790",0
"4040","8608793",0
"4041","D549334",0
"4042","8013112",35
"4043","7727227",0
"4044","7854543",0
"4045","7347828",0
"4046","7850644",0
"4047","7354420",0
"4048","7850641",0
"4049","8926523",0
"4050","8590763",0
"4051","8888378",0
"4052","8348537",0
"4053","8862212",0
"4054","8900289",0
"4055","8900286",0
"4056","8650751",0
"4057","7605249",0
"4058","8979790",0
"4059","8979799",0
"4060","7658537",0
"4061","8880150",0
"4062","7937150",0
"4063","8966728",0
"4064","7805197",0
"4065","8079961",0
"4066","8845695",0
"4067","7973161",0
"4068","7022134",21
"4069","8694115",0
"4070","6997867",0
"4071","8858619",0
"4072","7777076",0
"4073","8100896",0
"4074","8858614",0
"4075","8100892",0
"4076","8682436",0
"4077","8682437",0
"4078","8672937",0
"4079","8672930",0
"4080","8682433",0
"4081","8889172",0
"4082","8229573",0
"4083","8142345",0
"4084","8142347",0
"4085","8672938",0
"4086","8672939",0
"4087","8682438",0
"4088","8682439",0
"4089","8593109",0
"4090","7544165",0
"4091","7882611",0
"4092","7057042",0
"4093","6996437",0
"4094","7572255",0
"4095","6968230",0
"4096","6968235",0
"4097","6968234",0
"4098","7981888",0
"4099","8864776",0
"4100","7740636",0
"4101","8864771",0
"4102","6960215",0
"4103","8622934",0
"4104","7837085",0
"4105","8622931",0
"4106","8449526",0
"4107","8449525",0
"4108","8029562",13
"4109","8058264",0
"4110","7201761",0
"4111","7201763",0
"4112","8027736",5
"4113","7146206",0
"4114","8545478",0
"4115","8124759",0
"4116","6855168",0
"4117","8542122",0
"4118","8933712",0
"4119","6904318",0
"4120","6904315",0
"4121","7481810",0
"4122","7544381",0
"4123","8678647",0
"4124","7393659",0
"4125","8764648",0
"4126","7525298",0
"4127","6968584",0
"4128","8764647",0
"4129","8764645",0
"4130","8801622",0
"4131","8403932",0
"4132","8403936",0
"4133","7935379",0
"4134","7935808",0
"4135","8273274",0
"4136","7875270",0
"4137","6942673",0
"4138","7262207",0
"4139","8105311",0
"4140","8105317",0
"4141","8337519",0
"4142","8110572",0
"4143","8517994",0
"4144","8971979",0
"4145","7878207",0
"4146","8287523",0
"4147","8512325",0
"4148","8942810",0
"4149","7668600",0
"4150","7668601",0
"4151","8287528",0
"4152","8942818",0
"4153","8812117",0
"4154","8679117",0
"4155","8679115",0
"4156","8888970",0
"4157","8554342",0
"4158","7534225",0
"4159","8554340",0
"4160","8679110",0
"4161","7762969",0
"4162","8634911",0
"4163","8956399",0
"4164","8634914",0
"4165","6997919",0
"4166","7081131",0
"4167","7081130",0
"4168","8597175",0
