"","patent_number","citation_count"
"6316","8052752",0
"6317","8140312",0
"6318","6903098",1
"6319","8372037",0
"6320","7686506",0
"6321","8845707",0
"6322","7967786",0
"6323","8781582",0
"6324","8781583",0
"6325","8781584",0
"6326","8781585",0
"6327","8939975",0
"6328","8162940",0
"6329","7835778",0
"6330","8939973",0
"6331","8882665",0
"6332","7618379",0
"6333","8886321",0
"6334","8886323",0
"6335","7674864",0
"6336","7392089",0
"6337","8301248",0
"6338","8280496",0
"6339","8821918",0
"6340","6884259",0
"6341","7103404",0
"6342","7103405",0
"6343","8273905",0
"6344","8105768",0
"6345","6928338",0
"6346","7147455",0
"6347","7468371",0
"6348","7119205",0
"6349","8641713",0
"6350","8052729",0
"6351","8398651",0
"6352","6950708",0
"6353","8109877",0
"6354","8231658",0
"6355","6950706",0
"6356","6950701",0
"6357","8460355",0
"6358","6843803",0
"6359","8644923",0
"6360","8933944",0
"6361","8506767",0
"6362","8101197",0
"6363","8644570",0
"6364","8909353",0
"6365","8909352",0
"6366","8323432",0
"6367","8709473",0
"6368","8430059",0
"6369","8909354",0
"6370","7041130",0
"6371","8207350",0
"6372","8202271",0
"6373","8628510",0
"6374","8162480",0
"6375","8628513",0
"6376","8348992",0
"6377","7559935",0
"6378","8795704",0
"6379","8080055",0
"6380","7354436",0
"6381","7354430",0
"6382","7407498",0
"6383","6973677",0
"6384","7407497",0
"6385","7544206",0
"6386","7909850",0
"6387","D713042",0
"6388","8394033",0
"6389","8632538",0
"6390","7104983",0
"6391","7662786",0
"6392","7837631",0
"6393","7883790",0
"6394","8358210",0
"6395","7731717",0
"6396","7679407",0
"6397","8813986",0
"6398","7031771",0
"6399","7031777",0
"6400","7901410",0
"6401","7737160",0
"6402","7336994",0
"6403","8798750",0
"6404","7608059",0
"6405","6865419",0
"6406","7202354",0
"6407","7567835",0
"6408","7567834",0
"6409","8750985",0
"6410","8602973",0
"6411","7567833",0
"6412","7135484",0
"6413","8273736",0
"6414","8103471",0
"6415","8839798",0
"6416","7016733",14
"6417","7754059",0
"6418","8768488",0
"6419","8142489",0
"6420","7225034",0
"6421","8142485",0
"6422","7225032",0
"6423","6937150",0
"6424","7477943",0
"6425","7556424",0
"6426","7477944",0
"6427","8469954",0
"6428","8469956",0
"6429","8469957",0
"6430","7196889",0
"6431","8469953",0
"6432","8268351",0
"6433","7957800",0
"6434","7957807",0
"6435","7957805",0
"6436","8740842",0
"6437","8706218",0
"6438","7957809",0
"6439","8740841",0
"6440","8740844",0
"6441","7244271",0
"6442","8597258",0
"6443","7025753",20
"6444","8684248",0
"6445","8684247",0
"6446","8675939",0
"6447","8636884",0
"6448","7311710",0
"6449","6953428",0
"6450","8858559",0
"6451","6953425",0
"6452","8282234",0
"6453","6992216",0
"6454","8444549",0
"6455","8556889",0
"6456","8431011",0
"6457","8153813",0
"6458","8296887",0
"6459","7338481",0
"6460","8412349",0
"6461","7130700",0
"6462","7920162",0
"6463","7015233",18
"6464","8511499",0
"6465","8449597",0
"6466","8615119",0
"6467","7699829",0
"6468","8123779",0
"6469","8870818",0
"6470","8414528",0
"6471","6969730",0
"6472","8414527",0
"6473","8123772",0
"6474","7993384",0
"6475","8123774",1
"6476","8870814",0
"6477","8930145",0
"6478","8551124",0
"6479","8409075",0
"6480","8613849",0
"6481","8926175",0
"6482","7045390",0
"6483","8081303",0
"6484","8696656",0
"6485","D521853",0
"6486","8507639",0
"6487","8771169",0
"6488","7309699",0
"6489","7166104",0
"6490","7166105",0
"6491","8569925",0
"6492","7404823",0
"6493","8730053",0
"6494","7703460",0
"6495","7760481",0
"6496","7166108",0
"6497","8003158",55
"6498","8734730",0
"6499","8003157",29
"6500","7766893",0
"6501","8974409",0
"6502","7766896",0
"6503","8388663",0
"6504","8211016",0
"6505","8344966",0
"6506","8974407",0
"6507","6986767",0
"6508","7007765",36
"6509","8714430",0
"6510","8333778",0
"6511","8333779",0
"6512","8845576",0
"6513","8845578",0
"6514","8443279",0
"6515","7828780",0
"6516","7029470",90
"6517","7155283",0
"6518","8815868",0
"6519","7083620",0
"6520","7155288",0
"6521","8355791",0
"6522","7659194",0
"6523","6872407",0
"6524","8029460",110
"6525","8388599",0
"6526","8021679",16
"6527","7798789",0
"6528","6858030",0
"6529","6931284",1
"6530","6931285",0
"6531","6931286",0
"6532","8562641",0
"6533","7575571",0
"6534","7137966",0
"6535","7098222",0
"6536","8887387",0
"6537","7735156",0
"6538","8479967",0
"6539","7124456",0
"6540","8922330",0
"6541","7571008",0
"6542","7604629",0
"6543","8217155",0
"6544","7250052",0
"6545","7758620",0
"6546","8480691",0
"6547","7179252",0
"6548","7758625",0
"6549","7713308",0
"6550","7179251",0
"6551","8696732",0
"6552","8961409",0
"6553","7811689",0
"6554","7241586",0
"6555","8744585",0
"6556","8961407",0
"6557","7288319",0
"6558","7871420",0
"6559","8785131",0
"6560","7909864",0
"6561","7648529",0
"6562","8574249",0
"6563","8574244",0
"6564","7648522",0
"6565","7635510",0
"6566","7914999",0
"6567","7942807",0
"6568","8590760",0
"6569","8187286",0
"6570","8187284",0
"6571","8590764",0
"6572","8425534",0
"6573","7826879",0
"6574","7597830",0
"6575","8187288",0
"6576","8273728",0
"6577","8562668",0
"6578","8562669",0
"6579","8153150",0
"6580","8562665",0
"6581","8556069",0
"6582","7429938",0
"6583","7832406",0
"6584","8187623",0
"6585","6979315",0
"6586","8464718",0
"6587","8632731",0
"6588","8926637",0
"6589","8812111",0
"6590","7729783",0
"6591","7729782",0
"6592","8812115",0
"6593","8512328",0
"6594","8491647",0
"6595","7582068",0
"6596","8495904",0
"6597","8241284",0
"6598","8728169",0
"6599","7999064",0
"6600","7999063",0
"6601","7653437",0
"6602","7125464",0
"6603","7507230",0
"6604","8249721",0
"6605","8778994",0
"6606","8778993",0
"6607","8778992",0
"6608","8920303",0
"6609","8506518",0
"6610","D576725",0
"6611","6994676",0
"6612","7449000",0
"6613","8568316",0
"6614","7531347",0
"6615","8444685",0
"6616","8444686",0
"6617","8747385",0
"6618","7785365",0
"6619","7001400",32
"6620","8747388",0
"6621","8709024",0
"6622","8444688",0
"6623","8657177",0
"6624","7461741",0
"6625","8472693",0
"6626","8096988",0
"6627","7942661",0
"6628","8632539",0
"6629","8632536",0
"6630","8632537",0
"6631","8632531",0
"6632","8632532",0
"6633","8632533",0
"6634","8197503",0
"6635","8197502",0
"6636","7395113",0
"6637","8663201",0
"6638","8118810",0
"6639","8676601",0
"6640","7704254",0
"6641","7704257",0
"6642","7697994",0
"6643","7697995",0
"6644","8398676",0
"6645","8684930",0
"6646","D724427",0
"6647","8361096",0
"6648","7744643",0
"6649","8224460",0
"6650","7744641",0
"6651","7101392",0
"6652","8524132",0
"6653","7744645",0
"6654","7744644",0
"6655","8957198",0
"6656","7445528",0
"6657","7935143",0
"6658","7966057",0
"6659","8226647",0
"6660","8226644",0
"6661","8172891",0
"6662","8924159",0
"6663","8158434",0
"6664","D691710",0
"6665","7879085",0
"6666","7879086",0
"6667","6945950",0
"6668","7879081",0
"6669","7879082",0
"6670","D557422",0
"6671","8828436",0
"6672","D639958",0
"6673","8771318",0
"6674","8182770",0
"6675","8409247",0
"6676","8920870",0
"6677","8409242",0
"6678","8409243",0
"6679","8409240",0
"6680","7329223",0
"6681","8301395",0
"6682","8577436",0
"6683","8577435",0
"6684","8577434",0
"6685","7278993",0
"6686","8705829",0
"6687","8406896",0
"6688","8406897",0
"6689","8353825",0
"6690","8734508",0
"6691","8353829",0
"6692","8268163",0
"6693","7473257",0
"6694","8399731",0
"6695","7473253",0
"6696","8453645",0
"6697","8518074",0
"6698","8453643",0
"6699","7806893",0
"6700","8571808",0
"6701","7955640",0
"6702","8808348",0
"6703","7674269",0
"6704","8805525",0
"6705","8805524",0
"6706","7351586",0
"6707","8808342",0
"6708","8805528",0
"6709","7303571",0
"6710","7303573",0
"6711","7682553",0
"6712","D608003",0
"6713","8282599",0
"6714","8362010",0
"6715","8361061",0
"6716","7878358",0
"6717","8293913",0
"6718","8414641",0
"6719","7594916",0
"6720","8361069",0
"6721","7022135",6
"6722","7022136",11
"6723","8182088",0
"6724","7072719",0
"6725","8128579",0
"6726","7771423",0
"6727","8317075",0
"6728","8652135",0
"6729","8317073",0
"6730","7223394",0
"6731","7771425",0
"6732","7927012",0
"6733","8722074",0
"6734","8057244",0
"6735","7610093",0
"6736","7610099",0
"6737","8372056",0
"6738","8886307",0
"6739","8886302",0
"6740","7510564",0
"6741","7713264",0
"6742","7596844",0
"6743","8377669",0
"6744","7955313",0
"6745","7670364",0
"6746","8738145",0
"6747","7650654",0
"6748","7670367",0
"6749","8951595",0
"6750","8041418",0
"6751","8738148",0
"6752","8778439",0
"6753","8501213",0
"6754","8357276",0
"6755","7799043",0
"6756","7294117",0
"6757","7632301",0
"6758","8920491",0
"6759","8920490",0
"6760","7799049",0
"6761","7129247",0
"6762","6929663",0
"6763","7018407",53
"6764","7018400",22
"6765","8948836",0
"6766","7976648",0
"6767","8561871",0
"6768","8052741",0
"6769","8561873",0
"6770","8561874",0
"6771","8052745",0
"6772","8052744",0
"6773","8100912",0
"6774","8114466",0
"6775","8216229",0
"6776","8498683",0
"6777","7008417",7
"6778","8644941",0
"6779","8241349",0
"6780","7989157",0
"6781","8644947",0
"6782","8241345",0
"6783","8644949",0
"6784","8974518",0
"6785","8851355",0
"6786","7896704",0
"6787","8540682",0
"6788","7896703",0
"6789","8637069",0
"6790","8983615",0
"6791","8927050",0
"6792","8983618",0
"6793","8983619",0
"6794","7442466",0
"6795","8496683",0
"6796","8309084",0
"6797","8721661",0
"6798","7235661",0
"6799","7947843",0
"6800","7711436",0
"6801","7153315",0
"6802","8349987",0
"6803","8685021",0
"6804","8685023",0
"6805","8349325",0
"6806","7547678",0
"6807","8024029",63
"6808","6929009",0
"6809","8622613",0
"6810","7785345",0
"6811","8206372",0
"6812","8268815",0
"6813","RE39608",0
"6814","8496465",0
"6815","7047083",0
"6816","8932615",0
"6817","D699108",0
"6818","D699109",0
"6819","8731631",0
"6820","8015684",26
"6821","8864149",0
"6822","6887237",0
"6823","7206635",0
"6824","8444662",0
"6825","8128617",0
"6826","7871369",0
"6827","8712509",0
"6828","7770466",0
"6829","7770467",0
"6830","8469971",0
"6831","8682444",0
"6832","8177707",0
"6833","8469979",0
"6834","8393513",0
"6835","8454644",0
"6836","8454645",0
"6837","8454649",0
"6838","7758384",0
"6839","8450529",0
"6840","RE42194",0
"6841","7590448",0
"6842","8372401",0
"6843","8430924",0
"6844","8430923",0
"6845","8679095",0
"6846","8679098",0
"6847","7875627",0
"6848","7928171",0
"6849","8753259",0
"6850","7928177",0
"6851","7928176",0
"6852","6978517",0
"6853","8906308",0
"6854","7226622",0
"6855","8652083",0
"6856","8652086",0
"6857","8486087",0
"6858","7030115",0
"6859","8616430",0
"6860","8535596",0
"6861","8535597",0
"6862","8535593",0
"6863","7338468",0
"6864","8225474",0
"6865","7258698",0
"6866","8852180",0
"6867","8852182",0
"6868","8852185",0
"6869","7338463",0
"6870","7699842",0
"6871","8870833",0
"6872","7101683",0
"6873","8728311",0
"6874","7309325",0
"6875","8361140",0
"6876","7528282",0
"6877","8168439",0
"6878","8728096",0
"6879","7565208",0
"6880","7090693",0
"6881","7623250",0
"6882","D648437",0
"6883","8048058",0
"6884","8241915",0
"6885","8123741",0
"6886","7794443",0
"6887","7951081",0
"6888","8616427",0
"6889","8899462",0
"6890","8899461",0
"6891","8758339",0
"6892","8974426",0
"6893","8055335",0
"6894","7403883",0
"6895","7063696",0
"6896","7169127",0
"6897","7169126",0
"6898","8758335",0
"6899","7063693",0
"6900","8758337",0
"6901","8388602",0
"6902","7766878",0
"6903","7252992",0
"6904","8911407",0
"6905","8419680",0
"6906","8419687",0
"6907","7766873",0
"6908","8491544",0
"6909","8545865",0
"6910","8491541",0
"6911","7575632",0
"6912","8545869",0
"6913","8545868",0
"6914","8025509",16
"6915","8252813",0
"6916","8057476",0
"6917","8845558",0
"6918","7491229",0
"6919","8343185",0
"6920","7823263",0
"6921","8845553",0
"6922","7888374",0
"6923","8187261",0
"6924","8029442",22
"6925","8029443",30
"6926","8697365",0
"6927","8029441",14
"6928","7820936",0
"6929","8318088",0
"6930","7044934",0
"6931","D673040",0
"6932","8856989",0
"6933","8521246",0
"6934","7044932",0
"6935","8114077",0
"6936","8744547",0
"6937","7212869",0
"6938","7850610",0
"6939","7863444",0
"6940","8480710",0
"6941","8666493",0
"6942","8666491",0
"6943","8666497",0
"6944","7491227",0
"6945","8861907",0
"6946","7795248",0
"6947","7614743",0
"6948","D710997",0
"6949","8942784",0
"6950","6889091",0
"6951","7790363",0
"6952","8795164",0
"6953","8795161",0
"6954","7972343",0
"6955","7208001",0
"6956","7578041",0
"6957","7225535",0
"6958","8285363",0
"6959","8500687",0
"6960","8400632",0
"6961","8512534",0
"6962","8500680",0
"6963","7275547",0
"6964","6949251",0
"6965","7815651",0
"6966","7666179",0
"6967","7962211",0
"6968","7179238",0
"6969","8961468",0
"6970","7758606",0
"6971","8480671",0
"6972","7758604",0
"6973","7962219",0
"6974","8631953",0
"6975","7510447",0
"6976","7601382",0
"6977","6871088",0
"6978","8231651",0
"6979","8231652",0
"6980","8038803",0
"6981","8798759",0
"6982","8439831",0
"6983","8741287",0
"6984","8257431",0
"6985","8798751",0
"6986","7060319",0
"6987","8790393",0
"6988","6866624",0
"6989","7591825",0
"6990","8168791",0
"6991","7591822",0
"6992","8303618",0
"6993","8556880",0
"6994","8303616",0
"6995","8669360",0
"6996","7881798",0
"6997","6882982",0
"6998","6866628",0
"6999","8768486",0
"7000","7942863",0
"7001","7927737",0
"7002","8864726",0
"7003","7910046",0
"7004","8955732",0
"7005","8062664",0
"7006","7087075",0
"7007","7927738",0
"7008","7820812",0
"7009","7601705",0
"7010","8662371",0
"7011","8410951",0
"7012","7947301",0
"7013","7699060",0
"7014","8562642",0
"7015","7597709",0
"7016","7709045",0
"7017","8425550",0
"7018","8135548",0
"7019","7597706",0
"7020","8425553",0
"7021","7137962",1
"7022","7597702",0
"7023","7597703",0
"7024","8696730",0
"7025","8045165",0
"7026","8789737",0
"7027","8045162",0
"7028","8761857",0
"7029","7916448",0
"7030","8940315",0
"7031","8252065",0
"7032","7526340",0
"7033","7526341",0
"7034","6934586",0
"7035","8919180",0
"7036","7526345",0
"7037","8926638",0
"7038","8241280",0
"7039","8241281",0
"7040","8926635",0
"7041","8482415",0
"7042","8926633",0
"7043","6934589",0
"7044","8708996",0
"7045","8241287",0
"7046","8512340",0
"7047","8709021",0
"7048","8449573",0
"7049","8709027",0
"7050","8709026",0
"7051","8568643",0
"7052","8350055",0
"7053","7920915",0
"7054","8002827",70
"7055","8002826",15
"7056","8002823",54
"7057","7407551",0
"7058","8002821",28
"7059","8728147",0
"7060","8728146",0
"7061","8792995",0
"7062","6909918",0
"7063","8506533",0
"7064","7988713",0
"7065","8506538",0
"7066","8792990",0
"7067","8046897",0
"7068","7000770",10
"7069","8070723",0
"7070","6878700",0
"7071","6960589",0
"7072","8784354",0
"7073","8209017",0
"7074","7001421",18
"7075","7001423",82
"7076","7711435",0
"7077","7232429",0
"7078","7711433",0
"7079","8444669",0
"7080","8444667",0
"7081","7785344",0
"7082","8444665",0
"7083","8444664",0
"7084","7940933",0
"7085","7785340",0
"7086","8444661",0
"7087","8444660",0
"7088","8663222",0
"7089","7704270",0
"7090","8070722",0
"7091","7887535",0
"7092","7887534",0
"7093","8695834",0
"7094","8663225",0
"7095","D587142",0
"7096","8635726",0
"7097","8895056",0
"7098","8343967",0
"7099","8506075",0
"7100","8494786",0
"7101","8491601",0
"7102","8802087",0
"7103","7135039",0
"7104","8610769",0
"7105","7150750",0
"7106","8303581",0
"7107","8883244",0
"7108","7581266",0
"7109","8831741",0
"7110","7207204",0
"7111","7150758",0
"7112","6908535",0
"7113","8303587",0
"7114","D724440",0
"7115","7254451",0
"7116","7208008",0
"7117","8226660",0
"7118","7208002",0
"7119","8524151",0
"7120","7951402",0
"7121","7708715",0
"7122","8073541",0
"7123","6881372",0
"7124","7927282",0
"7125","8764734",0
"7126","7967747",0
"7127","7887536",0
"7128","7066946",0
"7129","7066940",0
"7130","8827949",0
"7131","8739384",0
"7132","8968193",0
"7133","8828412",0
"7134","8086323",0
"7135","8909351",0
"7136","8739389",0
"7137","7389147",0
"7138","8746973",0
"7139","8801758",0
"7140","8486141",0
"7141","8486142",0
"7142","D639975",0
"7143","8288428",0
"7144","8801752",0
"7145","8823382",0
"7146","8523855",0
"7147","8409220",0
"7148","7389146",0
"7149","8409222",0
"7150","8409223",0
"7151","6881516",0
"7152","7868038",0
"7153","8268143",0
"7154","7314480",0
"7155","7187982",0
"7156","8268144",0
"7157","8641666",0
"7158","8287454",0
"7159","8163326",0
"7160","8790364",0
"7161","8746248",0
"7162","8467879",0
"7163","7131605",0
"7164","6999816",0
"7165","8892204",0
"7166","8414486",0
"7167","8380325",0
"7168","8414485",0
"7169","7473271",0
"7170","7473273",0
"7171","7473272",0
"7172","7473274",0
"7173","6999819",0
"7174","8591510",0
"7175","8591511",0
"7176","8518058",0
"7177","7303552",0
"7178","8808364",0
"7179","8868212",0
"7180","8518057",0
"7181","8868216",0
"7182","8728289",0
"7183","8805508",0
"7184","8805505",0
"7185","7497844",0
"7186","7334718",0
"7187","8805506",0
"7188","8805500",0
"7189","6957102",0
"7190","7022116",35
"7191","7829126",0
"7192","7846150",0
"7193","7207971",0
"7194","7846158",0
"7195","8298389",0
"7196","7207974",0
"7197","8429831",0
"7198","7674794",0
"7199","8788028",0
"7200","8162633",0
"7201","8209843",0
"7202","7159592",0
"7203","8333984",0
"7204","8313791",0
"7205","7807299",0
"7206","8781548",0
"7207","7641683",0
"7208","8781546",0
"7209","8781547",0
"7210","7721412",0
"7211","8147899",0
"7212","8364224",0
"7213","7815962",0
"7214","8187895",0
"7215","8657809",0
"7216","8657808",0
"7217","D600131",0
"7218","8702787",0
"7219","8939939",0
"7220","8219175",0
"7221","8702784",0
"7222","8219173",0
"7223","7507772",0
"7224","7365193",0
"7225","7799062",0
"7226","7799065",0
"7227","7799064",0
"7228","7799067",0
"7229","7799066",0
"7230","8435447",0
"7231","7799068",0
"7232","7476247",0
"7233","8241697",0
"7234","7476243",0
"7235","8461561",0
"7236","7715926",0
"7237","8900164",0
"7238","7715920",0
"7239","7306595",0
"7240","8983585",0
"7241","8983586",0
"7242","8635042",0
"7243","8500769",0
"7244","7235093",0
"7245","8892207",0
"7246","8246627",0
"7247","7491729",0
"7248","7442193",0
"7249","8500761",0
"7250","8846839",0
"7251","8635046",0
"7252","8088061",0
"7253","7276045",0
"7254","7553325",0
"7255","8961610",0
"7256","8500804",0
"7257","7942301",0
"7258","8236013",0
"7259","8585622",0
"7260","7596399",0
"7261","7442337",0
"7262","8394059",0
"7263","D674401",0
"7264","8664934",0
"7265","7316702",0
"7266","8221417",0
"7267","7875008",0
"7268","7129260",0
"7269","8221414",0
"7270","7850724",0
"7271","7347746",0
"7272","8923768",0
"7273","7670302",0
"7274","8183002",0
"7275","7747314",0
"7276","7572625",0
"7277","8545867",0
"7278","8812098",0
"7279","8845655",0
"7280","8084841",0
"7281","7554493",0
"7282","8323298",0
"7283","7909811",0
"7284","7909810",0
"7285","7901452",0
"7286","7904171",0
"7287","7904170",0
"7288","7904179",0
"7289","7904178",0
"7290","8263171",0
"7291","8638200",0
"7292","7460910",0
"7293","7460913",0
"7294","7857826",0
"7295","7396540",0
"7296","7857820",0
"7297","7585972",0
"7298","8518054",0
"7299","8579958",0
"7300","8579956",0
"7301","8579957",0
"7302","8712528",0
"7303","8855734",0
"7304","8469910",0
"7305","7189352",0
"7306","6969369",0
"7307","8840573",0
"7308","8469919",0
"7309","8979825",0
"7310","7375126",0
"7311","8636714",0
"7312","8636715",0
"7313","8685004",0
"7314","8636717",0
"7315","8685003",0
"7316","7316148",0
"7317","8685009",0
"7318","8185181",0
"7319","8548772",0
"7320","8185184",0
"7321","8597215",0
"7322","8397326",0
"7323","7780660",0
"7324","8834409",0
"7325","6953466",0
"7326","8831699",0
"7327","8439032",0
"7328","8855550",0
"7329","8439036",0
"7330","8439037",0
"7331","8043298",0
"7332","8524386",0
"7333","8690926",0
"7334","6887215",0
"7335","8940003",0
"7336","8876832",0
"7337","8839178",0
"7338","8725235",0
"7339","8597321",0
"7340","8548558",0
"7341","7331972",0
"7342","8665031",0
"7343","7238010",0
"7344","8261423",0
"7345","8261420",0
"7346","7699866",0
"7347","7041675",0
"7348","8771295",0
"7349","7785289",0
"7350","8562646",0
"7351","7349740",0
"7352","8386010",0
"7353","8706255",0
"7354","8706254",0
"7355","8808314",0
"7356","8706250",0
"7357","8706253",0
"7358","8706252",0
"7359","7722573",0
"7360","8706259",0
"7361","7722574",0
"7362","7359837",0
"7363","7101956",0
"7364","7789881",0
"7365","7383639",0
"7366","8755889",0
"7367","7398118",0
"7368","7794460",0
"7369","8755881",0
"7370","8755882",0
"7371","7115767",0
"7372","8755884",0
"7373","8755885",0
"7374","7712166",0
"7375","8104321",0
"7376","7890166",0
"7377","7550003",0
"7378","7689281",0
"7379","7890165",0
"7380","7890162",0
"7381","8764699",0
"7382","7066882",0
"7383","7623053",0
"7384","7630762",0
"7385","8647496",0
"7386","7476034",0
"7387","7361174",0
"7388","6849268",0
"7389","8582421",0
"7390","7335678",0
"7391","7163549",0
"7392","8043281",0
"7393","8388629",0
"7394","8043284",0
"7395","8175719",0
"7396","8872062",0
"7397","8034108",0
"7398","7706879",0
"7399","8366729",0
"7400","8366728",0
"7401","8366725",0
"7402","D708593",0
"7403","RE42226",0
"7404","8235976",0
"7405","7033344",0
"7406","7630753",0
"7407","7513884",0
"7408","7890295",0
"7409","7531641",0
"7410","7531640",0
"7411","7531642",0
"7412","7086277",0
"7413","8882725",0
"7414","7912554",0
"7415","7912555",0
"7416","7912552",0
"7417","8123994",0
"7418","7912551",0
"7419","8721598",0
"7420","6863683",0
"7421","6863684",0
"7422","8923976",0
"7423","8923975",0
"7424","8923974",0
"7425","7433734",0
"7426","7433736",0
"7427","7044915",0
"7428","8114057",0
"7429","8521262",0
"7430","8197537",0
"7431","8313498",0
"7432","8313497",0
"7433","8382819",0
"7434","8382817",0
"7435","8382816",0
"7436","7983754",0
"7437","8795490",0
"7438","8382813",0
"7439","8957038",0
"7440","7972328",0
"7441","7225518",0
"7442","7972323",0
"7443","7972327",0
"7444","7972324",0
"7445","8480650",0
"7446","8480651",0
"7447","7587234",0
"7448","7811319",0
"7449","8231672",0
"7450","8236950",0
"7451","7811313",0
"7452","8514086",0
"7453","7811317",0
"7454","7811314",0
"7455","8636270",0
"7456","7615570",0
"7457","7764988",0
"7458","7764989",0
"7459","8607790",0
"7460","8607791",0
"7461","7869868",0
"7462","7076283",0
"7463","8021420",180
"7464","8376989",0
"7465","7076289",0
"7466","RE40852",0
"7467","7482094",0
"7468","8696673",0
"7469","8532935",0
"7470","8914110",0
"7471","7641681",0
"7472","8367096",0
"7473","8781753",0
"7474","7377927",0
"7475","6965796",0
"7476","8367090",0
"7477","7942844",0
"7478","6965799",0
"7479","8075346",0
"7480","7909984",0
"7481","8922377",0
"7482","8597180",0
"7483","8568488",0
"7484","7947368",0
"7485","7029450",42
"7486","7947495",0
"7487","8012341",69
"7488","6908133",0
"7489","8103456",0
"7490","8389284",0
"7491","8016784",19
"7492","8328833",0
"7493","8471229",0
"7494","8497436",0
"7495","8497437",0
"7496","8747414",0
"7497","6890295",2
"7498","7933658",0
"7499","7933659",0
"7500","8747413",0
"7501","7933655",0
"7502","7933656",0
"7503","7933652",0
"7504","7933653",0
"7505","8939343",0
"7506","6963482",0
"7507","8389023",0
"7508","D697626",0
"7509","7794497",0
"7510","7776189",0
"7511","8421903",0
"7512","7750039",0
"7513","8939938",0
"7514","7998192",0
"7515","7731653",0
"7516","8627981",0
"7517","8219174",0
"7518","7696226",0
"7519","8641618",0
"7520","7283872",0
"7521","8323330",0
"7522","8835120",0
"7523","7968692",0
"7524","8346337",0
"7525","8444641",0
"7526","8632579",0
"7527","8444643",0
"7528","7749159",0
"7529","8444647",0
"7530","7690101",0
"7531","8938292",0
"7532","7887559",0
"7533","8346335",0
"7534","8197813",0
"7535","7647116",0
"7536","8938294",0
"7537","7887557",0
"7538","7988674",0
"7539","7160252",0
"7540","7988677",0
"7541","8449613",0
"7542","7998993",0
"7543","8813757",0
"7544","7204842",0
"7545","8813753",0
"7546","8486387",0
"7547","8813750",0
"7548","7338518",0
"7549","8603030",0
"7550","7141017",0
"7551","7141016",1
"7552","8409146",0
"7553","7110240",0
"7554","8551069",0
"7555","6893418",0
"7556","6893416",0
"7557","6893417",0
"7558","8226681",0
"7559","8226680",0
"7560","8820602",0
"7561","7211656",0
"7562","8820607",0
"7563","8820606",0
"7564","7833474",0
"7565","7678071",0
"7566","7517346",0
"7567","8852289",0
"7568","7435077",0
"7569","7678077",0
"7570","8801776",0
"7571","8801775",0
"7572","8828474",0
"7573","8801773",0
"7574","8086307",0
"7575","8086302",0
"7576","7589297",0
"7577","8801779",0
"7578","6946002",0
"7579","8062842",0
"7580","7147658",0
"7581","8195286",0
"7582","8652320",0
"7583","8868188",0
"7584","7967816",0
"7585","7972355",0
"7586","7967812",0
"7587","8808169",0
"7588","8868182",0
"7589","8868185",0
"7590","D522374",0
"7591","8805463",0
"7592","7160876",0
"7593","8484833",0
"7594","8805465",0
"7595","8641604",0
"7596","8577474",0
"7597","7429484",0
"7598","7902236",0
"7599","7856277",0
"7600","8437829",0
"7601","8437827",0
"7602","8437826",0
"7603","7503105",0
"7604","7241074",0
"7605","8437822",0
"7606","7386348",0
"7607","7708770",0
"7608","7167734",0
"7609","7269460",0
"7610","7167738",0
"7611","7386346",0
"7612","8128688",0
"7613","8808515",0
"7614","8338590",0
"7615","8690903",0
"7616","8686347",0
"7617","8128681",0
"7618","8277447",0
"7619","7747330",0
"7620","8591535",0
"7621","8888828",0
"7622","8956282",0
"7623","6972027",0
"7624","7011939",47
"7625","8361024",0
"7626","7169888",0
"7627","8029816",8
"7628","8257724",0
"7629","8257725",0
"7630","8257726",0
"7631","7923865",0
"7632","7917228",0
"7633","7846172",0
"7634","8029818",12
"7635","8968329",0
"7636","8821514",0
"7637","8821515",0
"7638","7438716",0
"7639","7120502",0
"7640","8287472",0
"7641","7329269",0
"7642","8788001",0
"7643","8414604",0
"7644","7238204",0
"7645","7442198",0
"7646","8372099",0
"7647","7431230",0
"7648","8372094",0
"7649","8372095",0
"7650","8372090",0
"7651","7328131",0
"7652","8377116",0
"7653","8066724",0
"7654","8708210",0
"7655","8377112",0
"7656","8730032",0
"7657","7313439",0
"7658","8066729",0
"7659","8657869",0
"7660","8657868",0
"7661","6873133",0
"7662","7306592",0
"7663","8657865",0
"7664","7297709",0
"7665","7670329",0
"7666","8858548",0
"7667","7873418",0
"7668","8381828",0
"7669","7715906",0
"7670","8961589",0
"7671","7442194",0
"7672","8961584",0
"7673","8961585",0
"7674","8106780",0
"7675","7729533",0
"7676","8815175",0
"7677","8721674",0
"7678","8721675",0
"7679","7276067",0
"7680","7803481",0
"7681","8721679",0
"7682","7618367",0
"7683","8025644",47
"7684","8623010",0
"7685","8623013",0
"7686","8623017",0
"7687","8623018",0
"7688","6964071",0
"7689","7357941",0
"7690","8666511",0
"7691","8666510",0
"7692","8236039",0
"7693","8628308",0
"7694","8099849",0
"7695","7458956",0
"7696","8502963",0
"7697","8496643",0
"7698","7456270",0
"7699","8814777",0
"7700","8221434",0
"7701","7175650",0
"7702","7918976",0
"7703","8317787",0
"7704","7850701",0
"7705","7909837",0
"7706","7112357",0
"7707","8544711",0
"7708","8544712",0
"7709","7024244",33
"7710","7024245",29
"7711","7024246",75
"7712","7837693",0
"7713","7628791",0
